"HAB";"TYPO";"CD_LB";"CD";"LB";"NIVEAU"
"11287";"7";"D2.2C1 Communautés bryophytiques des sources d'eau douce";"D2.2C1";"Communautés bryophytiques des sources d'eau douce";"5"
"17795";"7";"D2.2C11 Communautés bryophytiques des sources d'eau douce montagnardes";"D2.2C11";"Communautés bryophytiques des sources d'eau douce montagnardes";"6"
"17796";"7";"D2.2C12 Sources à Philonotis et à Saxifraga stellaris";"D2.2C12";"Sources à Philonotis et à Saxifraga stellaris";"6"
"17797";"7";"D2.2C13 Sources à Pohlia";"D2.2C13";"Sources à Pohlia";"6"
"17798";"7";"D2.2C14 Sources boréo-alpines d'eau douce à Hépatiques";"D2.2C14";"Sources boréo-alpines d'eau douce à Hépatiques";"6"
"17801";"7";"D2.2C17 Sources d'eau douce à lichens";"D2.2C17";"Sources d'eau douce à lichens";"6"
"11163";"7";"D2.2C2 Sources à Cardamine";"D2.2C2";"Sources à Cardamine";"5"
"11164";"7";"D2.2C3 Bas-marais oroméditerranéens des sources d'eau douce";"D2.2C3";"Bas-marais oroméditerranéens des sources d'eau douce";"5"
"1700";"7";"D2.3 Tourbières de transition et tourbières tremblantes";"D2.3";"Tourbières de transition et tourbières tremblantes";"3"
"5100";"7";"D2.31 Gazons à Carex lasiocarpa";"D2.31";"Gazons à Carex lasiocarpa";"4"
"11267";"7";"D2.311 Gazons à Laîche filiforme et mousses brunes";"D2.311";"Gazons à Laîche filiforme et mousses brunes";"5"
"11268";"7";"D2.312 Gazons à Laîche filiforme et Sphaignes";"D2.312";"Gazons à Laîche filiforme et Sphaignes";"5"
"11269";"7";"D2.313 Gazons à Laîche filiforme, mousses brunes et Sphaignes";"D2.313";"Gazons à Laîche filiforme, mousses brunes et Sphaignes";"5"
"5182";"7";"D2.32 Tourbières tremblantes à Carex diandra";"D2.32";"Tourbières tremblantes à Carex diandra";"4"
"5183";"7";"D2.33 Tourbières tremblantes à Carex rostrata";"D2.33";"Tourbières tremblantes à Carex rostrata";"4"
"11273";"7";"D2.331 Tourbières tremblantes acidoclines à Laîche à bec";"D2.331";"Tourbières tremblantes acidoclines à Laîche à bec";"5"
"11274";"7";"D2.332 Tourbières tremblantes basiclines à Laîche à bec";"D2.332";"Tourbières tremblantes basiclines à Laîche à bec";"5"
"17787";"7";"D2.3321 Tourbières tremblantes basiclines à Laîche à bec et Sphaignes";"D2.3321";"Tourbières tremblantes basiclines à Laîche à bec et Sphaignes";"6"
"17788";"7";"D2.3322 Tourbières tremblantes à Laîche à bec et mousses brunes";"D2.3322";"Tourbières tremblantes à Laîche à bec et mousses brunes";"6"
"5184";"7";"D2.34 Gazons à Carex limosa";"D2.34";"Gazons à Carex limosa";"4"
"11277";"7";"D2.341 Gazons à Laîche des bourbiers et mousses brunes";"D2.341";"Gazons à Laîche des bourbiers et mousses brunes";"5"
"11288";"7";"D2.342 Gazons à Laîche des bourbiers et Sphaignes";"D2.342";"Gazons à Laîche des bourbiers et Sphaignes";"5"
"5192";"7";"D2.35 Gazons à Carex chordorrhiza";"D2.35";"Gazons à Carex chordorrhiza";"4"
"5193";"7";"D2.36 Gazons à Carex heleonastes";"D2.36";"Gazons à Carex heleonastes";"4"
"5197";"7";"D2.37 Tourbières tremblantes à Rhynchospora alba";"D2.37";"Tourbières tremblantes à Rhynchospora alba";"4"
"5198";"7";"D2.38 Radeaux de Sphagnum et d'Eriophorum";"D2.38";"Radeaux de Sphagnum et d'Eriophorum";"4"
"5101";"7";"D2.39 Radeaux de Menyanthes trifoliata et de Potentilla palustris";"D2.39";"Radeaux de Menyanthes trifoliata et de Potentilla palustris";"4"
"11165";"7";"D2.391 Radeaux boréonémoraux de Trèfle d'eau et Comaret";"D2.391";"Radeaux boréonémoraux de Trèfle d'eau et Comaret";"5"
"5105";"7";"D2.3A Tourbières à Calla palustris";"D2.3A";"Tourbières à Calla palustris";"4"
"5109";"7";"D2.3B Tapis de mousses brunes";"D2.3B";"Tapis de mousses brunes";"4"
"5110";"7";"D2.3C Tourbières tremblantes à Eriophorum vaginatum";"D2.3C";"Tourbières tremblantes à Eriophorum vaginatum";"4"
"5111";"7";"D2.3D Tourbières tremblantes à Molinia caerulea";"D2.3D";"Tourbières tremblantes à Molinia caerulea";"4"
"5116";"7";"D2.3E Tourbières tremblantes à Calamagrostis stricta";"D2.3E";"Tourbières tremblantes à Calamagrostis stricta";"4"
"5117";"7";"D2.3F Tourbières tremblantes à Scirpus hudsonianus (Trichophorum alpinum)";"D2.3F";"Tourbières tremblantes à Scirpus hudsonianus (Trichophorum alpinum)";"4"
"5119";"7";"D2.3H Communautés des tourbes et des sables humides, ouverts et acides, avec Rhynchospora alba et Drosera";"D2.3H";"Communautés des tourbes et des sables humides, ouverts et acides, avec Rhynchospora alba et Drosera";"4"
"11193";"7";"D2.3H1 Communautés des tourbes nues de la zone némorale";"D2.3H1";"Communautés des tourbes nues de la zone némorale";"5"
"599";"7";"D4 Bas-marais riches en bases et tourbières des sources calcaires";"D4";"Bas-marais riches en bases et tourbières des sources calcaires";"2"
"1712";"7";"D4.1 Bas-marais riches en bases, y compris les bas-marais eutrophes à hautes herbes, suintements et ruissellements calcaires";"D4.1";"Bas-marais riches en bases, y compris les bas-marais eutrophes à hautes herbes, suintements et ruissellements calcaires";"3"
"5164";"7";"D4.11 Bas-marais à Schoenus nigricans";"D4.11";"Bas-marais à Schoenus nigricans";"4"
"11244";"7";"D4.112 Bas-marais germano-français à Choin noirâtre";"D4.112";"Bas-marais germano-français à Choin noirâtre";"5"
"11245";"7";"D4.113 Bas-marais centro-européens à Choin noirâtre";"D4.113";"Bas-marais centro-européens à Choin noirâtre";"5"
"5171";"7";"D4.12 Bas-marais à Schoenus ferrugineus";"D4.12";"Bas-marais à Schoenus ferrugineus";"4"
"11261";"7";"D4.121 Bas-marais périalpins à Choin ferrugineux";"D4.121";"Bas-marais périalpins à Choin ferrugineux";"5"
"5106";"7";"D4.13 Bas-marais subcontinentaux à Carex davalliana";"D4.13";"Bas-marais subcontinentaux à Carex davalliana";"4"
"11187";"7";"D4.131 Bas-marais périalpins à Laîche de Davall";"D4.131";"Bas-marais périalpins à Laîche de Davall";"5"
"11188";"7";"D4.132 Bas-marais à Laîche de Davall et Scirpe en touffe";"D4.132";"Bas-marais à Laîche de Davall et Scirpe en touffe";"5"
"11191";"7";"D4.135 Bas-marais septentrionaux à Laîche de Davall";"D4.135";"Bas-marais septentrionaux à Laîche de Davall";"5"
"5120";"7";"D4.14 Bas-marais pyrénéens à Carex davalliana";"D4.14";"Bas-marais pyrénéens à Carex davalliana";"4"
"5121";"7";"D4.15 Bas-marais à Carex dioica, Carex pulicaris et Carex flava";"D4.15";"Bas-marais à Carex dioica, Carex pulicaris et Carex flava";"4"
"11210";"7";"D4.153 Bas-marais médio-européens à Laîche jaune";"D4.153";"Bas-marais médio-européens à Laîche jaune";"5"
"5135";"7";"D4.16 Bas-marais alcalins à Carex nigra";"D4.16";"Bas-marais alcalins à Carex nigra";"4"
"11221";"7";"D4.161 Bas-marais alcalins médio-européens à Laîche noire";"D4.161";"Bas-marais alcalins médio-européens à Laîche noire";"5"
"5150";"7";"D4.18 Bas-marais à Carex frigida";"D4.18";"Bas-marais à Carex frigida";"4"
"5152";"7";"D4.1A Bas-marais à Eleocharis quinqueflora";"D4.1A";"Bas-marais à Eleocharis quinqueflora";"4"
"5157";"7";"D4.1C Bas-marais alcalins à Carex rostrata";"D4.1C";"Bas-marais alcalins à Carex rostrata";"4"
"5158";"7";"D4.1D Bas-marais alcalins à Scirpus hudsonianus (Trichophorum alpinum)";"D4.1D";"Bas-marais alcalins à Scirpus hudsonianus (Trichophorum alpinum)";"4"
"5165";"7";"D4.1E Bas-marais alcalins à Trichophorum cespitosum";"D4.1E";"Bas-marais alcalins à Trichophorum cespitosum";"4"
"5166";"7";"D4.1F Bas-marais médio-européens à Blysmus compressus";"D4.1F";"Bas-marais médio-européens à Blysmus compressus";"4"
"5167";"7";"D4.1G Bas-marais alcalins à petites herbes";"D4.1G";"Bas-marais alcalins à petites herbes";"4"
"5168";"7";"D4.1H Bas-marais calcaires dunaires à Juncus";"D4.1H";"Bas-marais calcaires dunaires à Juncus";"4"
"5172";"7";"D4.1I Bas-marais à hautes herbes";"D4.1I";"Bas-marais à hautes herbes";"4"
"5176";"7";"D4.1M Fourrés sur bas-marais alcalins à Myrica gale";"D4.1M";"Fourrés sur bas-marais alcalins à Myrica gale";"4"
"5180";"7";"D4.1N Tourbières de sources à eau dure";"D4.1N";"Tourbières de sources à eau dure";"4"
"11270";"7";"D4.1N1 Tourbières de sources calcaires médio-européennes";"D4.1N1";"Tourbières de sources calcaires médio-européennes";"5"
"17778";"7";"D4.1N11 Sources calcaires à bryophytes";"D4.1N11";"Sources calcaires à bryophytes";"6"
"17779";"7";"D4.1N12 Sources à Grande prêle";"D4.1N12";"Sources à Grande prêle";"6"
"17780";"7";"D4.1N13 Sources à Prêle panachée";"D4.1N13";"Sources à Prêle panachée";"6"
"17789";"7";"D4.1N14 Sources calcaires à petites herbacées";"D4.1N14";"Sources calcaires à petites herbacées";"6"
"1713";"7";"D4.2 Communautés riveraines des sources et des ruisseaux de montagne calcaires, avec une riche flore arctico-montagnarde";"D4.2";"Communautés riveraines des sources et des ruisseaux de montagne calcaires, avec une riche flore arctico-montagnarde";"3"
"5194";"7";"D4.21 Gazons arctico-alpins à Kobresia simpliciuscula et Carex microglochin";"D4.21";"Gazons arctico-alpins à Kobresia simpliciuscula et Carex microglochin";"4"
"5195";"7";"D4.22 Gazons riverains alpins à Carex maritima (Carex incurva)";"D4.22";"Gazons riverains alpins à Carex maritima (Carex incurva)";"4"
"5199";"7";"D4.23 Gazons riverains arctico-alpins à Equisetum, Typha et Juncus";"D4.23";"Gazons riverains arctico-alpins à Equisetum, Typha et Juncus";"4"
"596";"7";"D5 Roselières sèches et cariçaies, normalement sans eau libre";"D5";"Roselières sèches et cariçaies, normalement sans eau libre";"2"
"1701";"7";"D5.1 Roselières normalement sans eau libre";"D5.1";"Roselières normalement sans eau libre";"3"
"5102";"7";"D5.11 Phragmitaies normalement sans eau libre";"D5.11";"Phragmitaies normalement sans eau libre";"4"
"11167";"7";"D5.111 Phragmitaies sèches d'eau douce";"D5.111";"Phragmitaies sèches d'eau douce";"5"
"5086";"7";"D5.12 Scirpaies lacustres normalement sans eau libre";"D5.12";"Scirpaies lacustres normalement sans eau libre";"4"
"5087";"7";"D5.13 Typhaies normalement sans eau libre";"D5.13";"Typhaies normalement sans eau libre";"4"
"11139";"7";"D5.131 Typhaies normalement sans eau libre à Typha latifolia";"D5.131";"Typhaies normalement sans eau libre à Typha latifolia";"5"
"11140";"7";"D5.132 Typhaies normalement sans eau libre à Typha angustifolia";"D5.132";"Typhaies normalement sans eau libre à Typha angustifolia";"5"
"1698";"7";"D5.2 Formations à grandes Cypéracées normalement sans eau libre";"D5.2";"Formations à grandes Cypéracées normalement sans eau libre";"3"
"5088";"7";"D5.21 Communautés de grands Carex (magnocariçaies)";"D5.21";"Communautés de grands Carex (magnocariçaies)";"4"
"11145";"7";"D5.211 Cariçaies à Laîche distique";"D5.211";"Cariçaies à Laîche distique";"5"
"11146";"7";"D5.212 Cariçaies à Laîche des rives et communautés apparentées";"D5.212";"Cariçaies à Laîche des rives et communautés apparentées";"5"
"17708";"7";"D5.2121 Cariçaies à Laîche pointue";"D5.2121";"Cariçaies à Laîche pointue";"6"
"17720";"7";"D5.2122 Cariçaies à Laîche des marais";"D5.2122";"Cariçaies à Laîche des marais";"6"
"17726";"7";"D5.2128 Cariçaies à Carex hispida";"D5.2128";"Cariçaies à Carex hispida";"6"
"11149";"7";"D5.213 Cariçaies à Laîche des rives";"D5.213";"Cariçaies à Laîche des rives";"5"
"11153";"7";"D5.214 Cariçaies à Laîche vésiculeuse, Laîche à bec et Laîche filiforme";"D5.214";"Cariçaies à Laîche vésiculeuse, Laîche à bec et Laîche filiforme";"5"
"17729";"7";"D5.2141 Cariçaies à Laîche à bec";"D5.2141";"Cariçaies à Laîche à bec";"6"
"17730";"7";"D5.2142 Cariçaies à Laîche vésiculeuse";"D5.2142";"Cariçaies à Laîche vésiculeuse";"6"
"17731";"7";"D5.2143 Cariçaies à Laîche filiforme";"D5.2143";"Cariçaies à Laîche filiforme";"6"
"11154";"7";"D5.215 Cariçaies à Laîche raide et Laîche gazonnante";"D5.215";"Cariçaies à Laîche raide et Laîche gazonnante";"5"
"17732";"7";"D5.2151 Cariçaies à Laîche raide";"D5.2151";"Cariçaies à Laîche raide";"6"
"17739";"7";"D5.2152 Cariçaies à Laîche gazonnante";"D5.2152";"Cariçaies à Laîche gazonnante";"6"
"11157";"7";"D5.216 Cariçaies à Laîche paniculée";"D5.216";"Cariçaies à Laîche paniculée";"5"
"11158";"7";"D5.217 Cariçaies à Laîche paradoxale et Laîche arrondie";"D5.217";"Cariçaies à Laîche paradoxale et Laîche arrondie";"5"
"11159";"7";"D5.218 Cariçaies à Laîche faux-souchet";"D5.218";"Cariçaies à Laîche faux-souchet";"5"
"11160";"7";"D5.219 Cariçaies à Laîche des renards ou à Laîche cuivrée";"D5.219";"Cariçaies à Laîche des renards ou à Laîche cuivrée";"5"
"17740";"7";"D5.2191 Cariçaies à Laîche des renards";"D5.2191";"Cariçaies à Laîche des renards";"6"
"17741";"7";"D5.2192 Cariçaies à Laîche cuivrée";"D5.2192";"Cariçaies à Laîche cuivrée";"6"
"11161";"7";"D5.21A Cariçaies à Laîche de Buxbaum";"D5.21A";"Cariçaies à Laîche de Buxbaum";"5"
"5041";"7";"D5.24 Bas-marais à Cladium mariscus";"D5.24";"Bas-marais à Cladium mariscus";"4"
"1688";"7";"D5.3 Zones marécageuses dominées par Juncus effusus ou d'autres grands Juncus";"D5.3";"Zones marécageuses dominées par Juncus effusus ou d'autres grands Juncus";"3"
"594";"7";"D6 Marais continentaux salés et saumâtres et roselières";"D6";"Marais continentaux salés et saumâtres et roselières";"2"
"1689";"7";"D6.1 Marais salés continentaux";"D6.1";"Marais salés continentaux";"3"
"5044";"7";"D6.11 Prairies continentales européennes à Puccinellia distans";"D6.11";"Prairies continentales européennes à Puccinellia distans";"4"
"5045";"7";"D6.12 Formations des marais salés continentaux européens à Juncus gerardi et Elymus repens";"D6.12";"Formations des marais salés continentaux européens à Juncus gerardi et Elymus repens";"4"
"5052";"7";"D6.17 Salicorniaies continentales d'Europe occidentale";"D6.17";"Salicorniaies continentales d'Europe occidentale";"4"
"5053";"7";"D6.18 Formations des marais salés continentaux européens à Carex divisa et Carex distans";"D6.18";"Formations des marais salés continentaux européens à Carex divisa et Carex distans";"4"
"1691";"7";"D6.2 Nappes d'hélophytes, salines ou saumâtres, pauvres en espèces, normalement sans eau libre";"D6.2";"Nappes d'hélophytes, salines ou saumâtres, pauvres en espèces, normalement sans eau libre";"3"
"5054";"7";"D6.21 Phragmitaies sèches halophiles";"D6.21";"Phragmitaies sèches halophiles";"4"
"83";"7";"E Prairies ; terrains dominés par des herbacées non graminoïdes, des mousses ou des lichens";"E";"Prairies ; terrains dominés par des herbacées non graminoïdes, des mousses ou des lichens";"1"
"595";"7";"E1 Pelouses sèches";"E1";"Pelouses sèches";"2"
"1693";"7";"E1.1 Végétations ouvertes des substrats sableux et rocheux continentaux";"E1.1";"Végétations ouvertes des substrats sableux et rocheux continentaux";"3"
"5065";"7";"E1.11 Gazons eurosibériens sur débris rocheux";"E1.11";"Gazons eurosibériens sur débris rocheux";"4"
"11105";"7";"E1.111 Gazons médio-européens à Orpins";"E1.111";"Gazons médio-européens à Orpins";"5"
"11109";"7";"E1.112 Communautés à Sempervivum ou Jovibarba sur débris rocheux";"E1.112";"Communautés à Sempervivum ou Jovibarba sur débris rocheux";"5"
"11110";"7";"E1.113 Communautés herbeuses médio-européennes sur débris rocheux";"E1.113";"Communautés herbeuses médio-européennes sur débris rocheux";"5"
"17676";"7";"E1.1132 Gazons des débris rocheux à Poa compressa";"E1.1132";"Gazons des débris rocheux à Poa compressa";"6"
"11111";"7";"E1.114 Communautés médio-européennes des débris rocheux à petites herbacées non-graminoïdes";"E1.114";"Communautés médio-européennes des débris rocheux à petites herbacées non-graminoïdes";"5"
"5069";"7";"E1.12 Gazons pionniers eurosibériens des sables calcaires";"E1.12";"Gazons pionniers eurosibériens des sables calcaires";"4"
"1696";"7";"E1.2 Pelouses calcaires vivaces et steppes riches en bases";"E1.2";"Pelouses calcaires vivaces et steppes riches en bases";"3"
"5072";"7";"E1.22 Pelouses steppiques arides subcontinentales (Festucion valesiacae)";"E1.22";"Pelouses steppiques arides subcontinentales (Festucion valesiacae)";"4"
"5079";"7";"E1.23 Prés steppiques mésoxérophiles subcontinentales (Cirsio-Brachypodion)";"E1.23";"Prés steppiques mésoxérophiles subcontinentales (Cirsio-Brachypodion)";"4"
"5081";"7";"E1.24 Pelouses arides des Alpes centrales (Stipo-Poion)";"E1.24";"Pelouses arides des Alpes centrales (Stipo-Poion)";"4"
"5089";"7";"E1.26 Pelouses semi-sèches calcaires subatlantiques";"E1.26";"Pelouses semi-sèches calcaires subatlantiques";"4"
"11141";"7";"E1.261 Pelouses calcaires semi-sèches nord-occidentales";"E1.261";"Pelouses calcaires semi-sèches nord-occidentales";"5"
"11155";"7";"E1.262 Pelouses semi-sèches médio-européennes à Bromus erectus";"E1.262";"Pelouses semi-sèches médio-européennes à Bromus erectus";"5"
"17733";"7";"E1.2621 Mesobromion mosan";"E1.2621";"Mesobromion mosan";"6"
"17734";"7";"E1.2622 Mesobromion de la basse Meuse";"E1.2622";"Mesobromion de la basse Meuse";"6"
"17737";"7";"E1.2625 Mesobromion crétacé du Bassin parisien";"E1.2625";"Mesobromion crétacé du Bassin parisien";"6"
"17738";"7";"E1.2626 Mesobromion tertiaire parisien";"E1.2626";"Mesobromion tertiaire parisien";"6"
"17742";"7";"E1.2627 Mesobromion jurassique du Bassin parisien";"E1.2627";"Mesobromion jurassique du Bassin parisien";"6"
"17743";"7";"E1.2628 Mesobromion du Rhin moyen";"E1.2628";"Mesobromion du Rhin moyen";"6"
"17744";"7";"E1.2629 Mesobromion du Rhin supérieur";"E1.2629";"Mesobromion du Rhin supérieur";"6"
"17746";"7";"E1.262B Mesobromion du Jura occidental";"E1.262B";"Mesobromion du Jura occidental";"6"
"17749";"7";"E1.262E Mesobromion préalpin nord-occidental";"E1.262E";"Mesobromion préalpin nord-occidental";"6"
